state,sa4,age,sex,atsi,education,lfs,count,areasqkm_2016,population,density
South Australia,Adelaide - West,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2512,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",141,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2590,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",202,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Not stated,Degree-level or higher,"Employed, any",9,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",18,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,35-39 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,ATSI (any),Degree-level or higher,"Employed, any",7,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",43,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",11,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1679,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",83,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4027,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",309,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Not stated,Degree-level or higher,"Employed, any",7,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",23,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,ATSI (any),Degree-level or higher,"Employed, any",16,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",45,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",11,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",2022,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",84,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3246,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",195,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Not stated,Degree-level or higher,"Employed, any",5,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",16,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,40-44 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,ATSI (any),Degree-level or higher,"Employed, any",12,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",34,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",16,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1314,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",74,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4625,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",311,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Not stated,Degree-level or higher,"Employed, any",5,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",30,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,ATSI (any),Degree-level or higher,"Employed, any",19,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",38,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",7,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1619,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",79,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4148,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",252,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Not stated,Degree-level or higher,"Employed, any",6,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",25,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,45-49 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,ATSI (any),Degree-level or higher,"Employed, any",11,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",23,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",1060,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",65,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4483,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",300,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Not stated,Degree-level or higher,"Employed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",23,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,ATSI (any),Degree-level or higher,"Employed, any",12,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",38,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1332,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",43,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",4092,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",229,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Not stated,Degree-level or higher,"Employed, any",6,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",22,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,50-54 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,ATSI (any),Degree-level or higher,"Employed, any",9,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",24,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",881,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",52,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3936,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",323,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Not stated,Degree-level or higher,"Employed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",31,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,ATSI (any),Degree-level or higher,"Employed, any",9,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",27,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",1100,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",45,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",3578,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",179,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Not stated,Degree-level or higher,"Employed, any",5,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",22,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,55-59 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",6,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",27,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",583,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",38,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2507,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",213,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Not stated,Degree-level or higher,"Employed, any",5,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",19,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,ATSI (any),Degree-level or higher,"Employed, any",10,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",24,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",712,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",23,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",2234,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",119,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Not stated,Degree-level or higher,"Employed, any",3,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",17,159.49,227744,1427.9515957113297
South Australia,Adelaide - West,60-64 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,159.49,227744,1427.9515957113297
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",33,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",14,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",195,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1700,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",133,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Not stated,Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",17,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",21,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",468,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",10,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1089,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",118,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Not stated,Degree-level or higher,"Employed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",11,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,25-29 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",28,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",282,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1778,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",134,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Not stated,Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",17,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,ATSI (any),Degree-level or higher,"Employed, any",8,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",17,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",9,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",572,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",13,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1155,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",92,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Not stated,Degree-level or higher,"Employed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,30-34 years,Female,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,ATSI (any),Degree-level or higher,"Employed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",23,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",4,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Employed, any",269,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Non-Indigenous,Degree-level or higher,"Unemployed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Employed, any",1783,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Non-Indigenous,Lower than degree-level or NA/NS/SC,"Unemployed, any",98,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Not stated,Degree-level or higher,"Employed, any",3,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Not stated,Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Employed, any",20,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Male,Not stated,Lower than degree-level or NA/NS/SC,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,ATSI (any),Degree-level or higher,"Employed, any",5,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,ATSI (any),Degree-level or higher,"Unemployed, any",0,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Employed, any",19,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,ATSI (any),Lower than degree-level or NA/NS/SC,"Unemployed, any",6,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Employed, any",546,37716.3532,110514,2.9301348254422437
South Australia,Barossa - Yorke - Mid North,35-39 years,Female,Non-Indigenous,Degree-level or higher,"Unemployed, any",3,37716.3532,110514,2.9301348254422437
